countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
123,03950,Ault,2010,0,0,1523,1523,2.63,615,579,36
123,06255,Berthoud (Part),2010,0,0,63,63,3.32,20,19,1
123,08675,Brighton (Part),2010,0,0,344,344,3.1,117,111,6
123,19080,Dacono,2010,5,0,4176,4176,2.85,1560,1467,93
123,22860,Eaton,2010,1,0,4380,4380,2.69,1699,1627,72
123,24950,Erie (Part),2010,14,71,10004,10004,2.8,3782,3568,214
123,25280,Evans,2010,14,28,18628,18624,2.94,6776,6325,451
123,26600,Firestone,2010,22,0,10174,10174,3.08,3499,3303,196
123,27700,Fort Lupton,2010,0,0,7397,7397,3.09,2534,2397,137
123,28360,Frederick,2010,6,0,8702,8702,2.94,3070,2958,112
123,29185,Garden City,2010,0,0,235,235,2.12,128,111,17
123,29955,Gilcrest,2010,0,0,1037,1037,3.19,346,325,21
123,32155,Greeley,2010,12,12,93156,88303,2.63,36335,33528,2807
123,33310,Grover,2010,0,0,137,137,2.21,90,62,28
123,37820,Hudson,2010,0,0,2360,1489,2.91,557,512,45
123,39855,Johnstown (Part),2010,22,35,9473,9473,2.99,3316,3172,144
123,40185,Keenesburg,2010,0,0,1130,1121,2.55,463,439,24
123,40515,Kersey,2010,0,0,1458,1458,2.95,531,495,36
123,43605,La Salle,2010,0,0,1960,1960,2.8,746,701,45
123,45530,Lochbuie (Part),2010,25,0,4801,4801,2.9,1785,1657,128
123,45970,Longmont (Part),2010,0,8,40,24,1.71,19,14,5
123,49600,Mead,2010,7,0,3434,3434,2.93,1222,1174,48
123,50480,Milliken,2010,1,0,5628,5628,3.01,1979,1867,112
123,54330,Northglenn (Part),2010,0,0,12,12,1.5,11,8,3
123,55045,Nunn,2010,0,0,417,417,2.51,197,166,31
123,59005,Pierce,2010,0,0,836,836,2.67,337,313,24
123,60160,Platteville,2010,2,0,2492,2492,2.88,937,865,72
123,63045,Raymer,2010,0,0,96,96,2.59,55,37,18
123,69150,Severance,2010,10,0,3174,3174,2.86,1161,1108,53
123,77290,Thornton (Part),2010,0,0,0,0,0,0,0,0
123,77510,Timnath (Part),2010,0,0,7,7,2.33,3,3,0
123,85485,Windsor (Part),2010,19,68,14272,14169,2.7,5602,5241,361
123,99990,Unincorp. Area,2010,12,0,42684,42645,2.72,17048,15679,1369
125,00000,YUMA COUNTY,2010,0,0,10032,9836,2.49,4227,3740,487
125,23025,Eckley,2010,0,0,257,257,2.34,109,91,18
125,86310,Wray,2010,0,0,2340,2195,2.37,992,903,89
125,86750,Yuma,2010,0,0,3520,3469,2.54,1435,1318,117
125,99990,Unincorp. Area,2010,0,0,3915,3915,2.54,1691,1428,263
999,03455,Arvada (Total),2010,23,91,106781,106275,2.48,44515,42841,1674
999,04000,Aurora (Total),2010,106,381,326419,323863,2.65,131401,122410,8991
999,04935,Basalt (Total),2010,1,0,3848,3848,2.41,1832,1596,236
999,06090,Bennett (Total),2010,0,0,2314,2314,2.77,898,836,62
999,06255,Berthoud (Total),2010,3,0,5103,5034,2.52,2084,1998,86
999,08070,Bow Mar (Total),2010,0,0,867,867,2.99,302,290,12
999,08675,Brighton (Total),2010,9,0,33446,31900,2.95,11387,10820,567
999,12855,Center (Total),2010,0,0,2229,2229,2.81,860,793,67
999,12910,Central City (Total),2010,2,0,668,668,1.94,493,345,148
999,24950,Erie (Total),2010,26,94,18432,18432,2.88,6677,6405,272
999,32650,Green Mtn Falls (Total),2010,1,0,812,788,1.99,591,396,195
999,39855,Johnstown (Total),2010,24,81,10097,10097,2.94,3632,3433,199
999,45255,Littleton (Total),2010,70,361,41931,41440,2.25,19501,18398,1103
999,45530,Lochbuie (Total),2010,25,0,4803,4803,2.9,1786,1658,128
999,45970,Longmont (Total),2010,15,71,86526,85887,2.58,35076,33354,1722
999,54330,Northglenn (Total),2010,0,0,35895,35766,2.64,14274,13532,742
999,75640,Superior (Total),2010,0,0,12497,12497,2.78,4698,4501,197
999,77290,Thornton (Total),2010,60,239,119753,119291,2.86,43460,41702,1758
999,77510,Timnath (Total),2010,0,39,632,632,2.91,246,217,29
999,83835,Westminster (Total),2010,11,46,106462,105995,2.51,44013,42180,1833
999,85485,Windsor (Total),2010,24,96,18918,18815,2.75,7290,6832,458
000,00000,COLORADO STATE,2011,11928,0,5123553,5004680,2.49,2217639,2008680,208959
001,00000,ADAMS COUNTY,2011,666,0,452181,448120,2.85,164593,157248,7345
001,03455,Arvada (Part),2011,5,0,2881,2875,2.57,1152,1119,33
001,04000,Aurora (Part),2011,25,25,40638,39712,3.07,14088,12927,1161
001,06090,Bennett (Part),2011,0,0,1993,1993,2.75,770,724,46
001,08675,Brighton (Part),2011,50,50,33607,32057,2.95,11331,10870,461
001,16495,Commerce City,2011,240,239,47626,47273,3.16,15747,14972,775
001,26270,Federal Heights,2011,5,34,11862,11862,2.6,4912,4561,351
001,45530,Lochbuie (Part),2011,0,0,2,2,1.9,1,1,0
001,54330,Northglenn (Part),2011,0,0,36390,36260,2.65,14280,13675,605
001,77290,Thornton (Part),2011,254,254,122002,121538,2.86,43884,42433,1451
001,83835,Westminster (Part),2011,28,28,65229,64906,2.49,27052,26019,1033
001,99990,Unincorp. Area,2011,59,0,89951,89642,2.99,31376,29947,1429
003,00000,ALAMOSA COUNTY,2011,38,0,15528,14788,2.45,6591,6037,554
003,01090,Alamosa,2011,24,26,8866,8194,2.36,3713,3469,244
003,37380,Hooper,2011,0,0,102,102,2.34,61,43,18
003,99990,Unincorp. Area,2011,14,0,6560,6492,2.57,2817,2525,292
005,00000,ARAPAHOE COUNTY,2011,1254,177,585817,580907,2.54,240616,228868,11748
005,04000,Aurora (Part),2011,751,751,292776,291183,2.6,118103,111780,6323
005,06090,Bennett (Part),2011,0,0,359,359,2.96,126,121,5
005,08070,Bow Mar (Part),2011,0,0,591,591,2.96,204,200,4
005,12815,Centennial,2011,34,32,101652,99911,2.64,38966,37895,1071
005,13845,Cherry Hills Village,2011,8,6,6116,6116,2.98,2160,2050,110
005,16385,Columbine Valley,2011,1,0,1282,1282,2.57,530,498,32
005,19630,Deer Trail,2011,0,0,578,578,2.42,276,239,37
005,24785,Englewood,2011,7,6,30648,30360,2.08,15467,14567,900
005,28105,Foxfield,2011,1,0,699,684,2.77,256,247,9
005,30340,Glendale,2011,0,0,4262,4262,1.75,2661,2431,230
005,33035,Greenwood Village,2011,19,19,14196,14142,2.41,6301,5865,436
005,45255,Littleton (Part),2011,269,881,40458,39956,2.22,18934,18023,911
005,69645,Sheridan,2011,0,115,5759,5759,2.53,2458,2273,185
005,99990,Unincorp. Area,2011,164,179,86439,85725,2.62,34174,32678,1496
007,00000,ARCHULETA COUNTY,2011,37,0,11955,11830,2.27,8781,5208,3573
007,56860,Pagosa Springs,2011,1,1,1700,1636,2.33,934,703,231
007,99990,Unincorp. Area,2011,36,36,10255,10194,2.26,7847,4505,3342
009,00000,BACA COUNTY,2011,2,0,3767,3689,2.22,1966,1661,305
009,11645,Campo,2011,0,0,117,117,2.34,65,50,15
009,61315,Pritchett,2011,0,0,135,135,2.44,65,55,10
009,73330,Springfield,2011,2,0,1418,1361,2.12,732,643,89
009,79270,Two Buttes,2011,0,0,41,41,1.67,30,24,6
009,81030,Vilas,2011,0,0,81,81,2.62,37,31,6
009,82460,Walsh,2011,0,0,593,572,2.11,329,271,58
009,99990,Unincorp. Area,2011,0,0,1383,1383,2.36,708,586,122
011,00000,BENT COUNTY,2011,5,1,6355,4241,2.34,2116,1816,300
011,43660,Las Animas,2011,0,0,2436,2358,2.31,1178,1020,158
011,99990,Unincorp. Area,2011,5,0,3919,1883,2.36,938,796,142
013,00000,BOULDER COUNTY,2011,690,0,300526,290383,2.39,127865,121382,6483
013,07850,Boulder,2011,453,453,100233,91034,2.16,43908,42089,1819
013,24950,Erie (Part),2011,41,41,8711,8711,2.98,2975,2925,50
013,39195,Jamestown,2011,0,0,276,276,2.11,139,131,8
013,41835,Lafayette,2011,27,27,24722,24628,2.53,10020,9720,300
013,45970,Longmont (Part),2011,111,111,87390,86740,2.57,35247,33788,1459
013,46355,Louisville,2011,13,0,18560,18421,2.42,7899,7606,293
013,47070,Lyons,2011,6,5,2080,2080,2.38,910,874,36
013,53175,Nederland,2011,1,0,1472,1467,2.19,746,669,77
013,75640,Superior (Part),2011,0,0,12572,12572,2.77,4700,4533,167
013,82735,Ward,2011,0,0,155,155,1.98,100,78,22
013,99990,Unincorp. Area,2011,37,0,44355,44300,2.34,21221,18968,2253
014,00000,BROOMFIELD COUNTY,2011,232,0,57584,57307,2.59,23056,22168,888
014,09280,Broomfield,2011,232,0,57584,57307,2.59,23056,22168,888
015,00000,CHAFFEE COUNTY,2011,126,0,17932,16449,2.15,10058,7634,2424
015,10105,Buena Vista,2011,14,0,2655,2655,2.2,1397,1209,188
015,60600,Poncha Springs,2011,4,5,723,723,2.28,358,317,41
015,67280,Salida,2011,18,0,5260,5086,2.01,2908,2525,383
015,99990,Unincorp. Area,2011,91,91,9294,7985,2.23,5395,3583,1812
017,00000,CHEYENNE COUNTY,2011,1,0,1832,1790,2.28,869,784,85
017,14175,Cheyenne Wells,2011,1,0,853,826,2.15,408,385,23
017,41010,Kit Carson,2011,0,0,267,252,2.32,133,109,24
017,99990,Unincorp. Area,2011,0,0,713,713,2.45,328,291,37
019,00000,CLEAR CREEK COUNTY,2011,13,0,9027,8923,2.14,5485,4173,1312
019,12910,Central City (Part),2011,0,0,0,0,0,0,0,0
019,24620,Empire,2011,1,211,299,299,1.75,200,171,29
019,29735,Georgetown,2011,1,1,1018,967,1.93,725,501,224
019,38370,Idaho Sprgs,2011,0,0,1741,1697,2.07,913,819,94
019,70360,Silver Plume,2011,0,0,182,182,2.01,146,90,56
019,99990,Unincorp. Area,2011,11,0,5787,5778,2.23,3501,2591,910
021,00000,CONEJOS COUNTY,2011,17,0,8201,8163,2.63,3828,3106,722
021,02355,Antonito,2011,2,0,758,757,2.26,377,335,42
021,42055,La Jara,2011,0,0,784,779,2.6,327,299,28
021,48060,Manassa,2011,2,0,948,948,2.7,387,351,36
021,65740,Romeo,2011,1,0,320,320,3.04,118,106,12
021,67830,Sanford,2011,2,0,868,868,2.88,330,302,28
021,99990,Unincorp. Area,2011,11,0,4523,4491,2.62,2289,1713,576
023,00000,COSTILLA COUNTY,2011,54,0,3518,3518,2.26,2301,1553,748
023,07190,Blanca,2011,2,0,349,349,2.72,148,128,20
023,68105,San Luis,2011,4,0,590,590,2.21,336,267,69
023,99990,Unincorp. Area,2011,49,49,2579,2579,2.23,1817,1158,659
025,00000,CROWLEY COUNTY,2011,4,0,5837,3139,2.4,1483,1309,174
025,18750,Crowley,2011,0,0,168,168,2.24,81,75,6
025,55705,Olney Springs,2011,0,0,350,350,2.54,156,138,18
025,56145,Ordway,2011,1,0,1095,1059,2.33,518,454,64
025,74815,Sugar City,2011,0,0,272,272,2.23,147,122,25
025,99990,Unincorp. Area,2011,3,0,3953,1291,2.48,581,520,61
027,00000,CUSTER COUNTY,2011,67,0,4318,4304,2.13,3656,2020,1636
027,70250,Silver Cliff,2011,8,0,585,585,1.98,377,296,81
027,83450,Westcliffe,2011,4,2,472,458,2.07,298,221,77
027,99990,Unincorp. Area,2011,55,55,3261,3261,2.17,2981,1504,1477
029,00000,DELTA COUNTY,2011,14,0,30433,29737,2.37,14577,12523,2054
029,12635,Cedaredge,2011,1,0,2223,2223,2.1,1179,1057,122
029,17925,Crawford,2011,0,0,422,422,2.37,213,178,35
029,19850,Delta,2011,7,0,8821,8682,2.48,3828,3501,327
029,37545,Hotchkiss,2011,0,0,923,923,2.23,466,413,53
029,55980,Orchard City,2011,2,0,3085,3029,2.34,1419,1295,124
029,57300,Paonia,2011,0,0,1425,1387,2.15,742,646,96
029,99990,Unincorp. Area,2011,4,4,13534,13071,2.41,6730,5432,1298
031,00000,DENVER COUNTY,2011,1263,0,620229,604024,2.22,288388,272237,16151
031,20000,Denver,2011,1263,1263,620229,604024,2.22,288388,272237,16151
033,00000,DOLORES COUNTY,2011,37,0,2065,2065,2.29,1096,903,193
033,21265,Dove Creek,2011,0,0,731,731,2.38,331,308,23
033,64090,Rico,2011,0,0,371,371,2.11,219,176,43
033,99990,Unincorp. Area,2011,37,37,964,964,2.3,546,420,126
035,00000,DOUGLAS COUNTY,2011,1539,957,292623,291772,2.79,108031,104563,3468
035,04000,Aurora (Part),2011,32,32,251,251,2.83,99,89,10
035,12387,City of Castle Pines,2011,7,10,10487,10478,2.96,3644,3541,103
035,12415,Castle Rock,2011,376,376,50351,49775,2.87,18052,17372,680
035,43550,Larkspur,2011,1,1,190,190,2.25,91,84,7
035,45255,Littleton (Part),2011,0,1,29,29,1.87,17,15,2
035,45955,Lone Tree,2011,60,60,10435,10435,2.52,4296,4143,153
035,57630,Parker,2011,112,119,46201,46159,2.84,16670,16236,434
035,99990,Unincorp. Area,2011,951,359,174678,174455,2.77,65162,63082,2080
037,00000,EAGLE COUNTY,2011,61,0,52120,52060,2.71,30875,19227,11648
037,04110,Avon,2011,7,0,6205,6205,2.75,3490,2253,1237
037,04935,Basalt (Part),2011,1,0,2741,2741,2.41,1319,1139,180
037,22200,Eagle,2011,4,10,6653,6593,2.95,2466,2236,230
037,33695,Gypsum,2011,12,10,6533,6533,3.22,2219,2030,189
037,50920,Minturn,2011,4,0,1021,1021,2.43,527,420,107
037,63265,Red Cliff,2011,0,0,223,223,2.27,118,98,20
037,80040,Vail,2011,7,0,5248,5247,2.03,6981,2579,4402
037,99990,Unincorp. Area,2011,26,26,23496,23496,2.77,13755,8473,5282
039,00000,ELBERT COUNTY,2011,33,0,23032,22959,2.75,8956,8353,603
039,23740,Elizabeth,2011,0,17,1347,1347,2.78,529,485,44
039,40790,Kiowa,2011,0,0,712,677,2.45,320,276,44
039,70635,Simla,2011,0,0,605,575,2.67,265,215,50
039,99990,Unincorp. Area,2011,33,28,20368,20360,2.76,7842,7376,466
041,00000,EL PASO COUNTY,2011,1388,0,639139,618897,2.56,255593,241699,13894
041,11260,Calhan,2011,1,0,794,794,2.52,347,315,32
041,16000,Colorado Springs,2011,913,913,428674,419047,2.44,181483,171691,9792
041,27865,Fountain,2011,62,62,26668,26668,2.97,9514,8989,525
041,32650,Green Mtn. Falls (Part),2011,3,3,808,784,2,553,393,160
041,48445,Manitou Springs,2011,19,0,5074,5041,1.98,2789,2543,246
041,51800,Monument,2011,38,38,6043,6043,3.05,2052,1979,73
041,57025,Palmer Lake,2011,8,0,2467,2464,2.52,1079,976,103
041,62660,Ramah,2011,0,0,125,125,2.21,67,56,11
041,99990,Unincorp. Area,2011,344,344,168485,157931,2.88,57709,54756,2953
043,00000,FREMONT COUNTY,2011,53,0,47076,38459,2.3,19536,16735,2801
043,09115,Brookside,2011,1,1,209,209,2.46,90,85,5
043,11810,Canon City,2011,9,0,16612,15114,2.23,7458,6768,690
043,15330,Coal Creek,2011,0,0,333,333,2.43,155,137,18
043,27040,Florence,2011,1,0,3753,3666,2.39,1705,1533,172
043,64970,Rockvale,2011,4,0,512,512,2.4,241,213,28
043,85155,Williamsburg,2011,0,2,667,667,2.55,283,261,22
043,99990,Unincorp. Area,2011,38,38,24992,17958,2.32,9604,7738,1866
045,00000,GARFIELD COUNTY,2011,37,14,56267,55358,2.72,22920,20319,2601
045,12030,Carbonate,2011,0,0,0,0,0,0,0,0
045,12045,Carbondale,2011,3,0,6331,6221,2.79,2429,2231,198
045,30780,Glenwood Springs,2011,0,0,9663,9478,2.5,4118,3796,322
045,53395,New Castle,2011,1,0,4400,4400,2.86,1669,1539,130
045,57400,Parachute,2011,0,1,1149,1149,2.9,538,395,143
045,64255,Rifle,2011,3,3,9503,9361,2.81,3699,3331,368
045,70195,Silt,2011,2,0,3127,3127,2.97,1138,1052,86
045,99990,Unincorp. Area,2011,28,14,22095,21622,2.71,9329,7975,1354
047,00000,GILPIN COUNTY,2011,4,0,5477,5429,2.19,3306,2475,831
047,07025,Black Hawk,2011,0,0,135,135,2.29,74,59,15
047,12910,Central City (Part),2011,0,0,725,725,1.94,493,374,119
047,99990,Unincorp. Area,2011,4,8,4616,4568,2.24,2739,2042,697
049,00000,GRAND COUNTY,2011,64,54,14836,14617,2.26,15482,6478,9004
049,28305,Fraser,2011,3,0,1508,1503,2.25,1337,667,670
049,31605,Granby,2011,0,0,1789,1789,2.4,1444,745,699
049,31715,Grand Lake,2011,6,6,395,392,1.95,718,201,517
049,37600,Hot Sulphur Springs,2011,1,1,612,579,2.48,282,234,48
049,41560,Kremmling,2011,2,2,1301,1297,2.36,622,550,72
049,85705,Winter Park,2011,2,6,1079,1066,2.04,2516,522,1994
049,99990,Unincorp. Area,2011,50,50,8153,7991,2.25,8563,3559,5004
051,00000,GUNNISON COUNTY,2011,73,0,15348,14477,2.22,11448,6517,4931
051,18310,Crested Butte,2011,7,0,1486,1486,2.06,1075,722,353
051,33640,Gunnison,2011,13,12,5919,5138,2.19,2674,2342,332
051,48555,Marble,2011,0,0,130,130,2.38,104,55,49
051,52570,Mount Crested Butte/G,2011,0,0,800,800,2,1495,399,1096
051,59830,Pitkin,2011,2,2,66,66,1.99,211,33,178
051,99990,Unincorp. Area,2011,51,0,6947,6857,2.31,5889,2966,2923
053,00000,HINSDALE COUNTY,2011,1,7,835,785,2.17,1275,362,913
053,42330,Lake City,2011,0,0,408,408,2.12,431,193,238
053,99990,Unincorp. Area,2011,1,1,427,377,2.22,844,169,675
055,00000,HUERFANO COUNTY,2011,30,0,6671,6512,2.09,4474,3118,1356
055,44100,La Veta,2011,0,0,858,858,1.93,567,444,123
055,82350,Walsenburg,2011,0,0,2950,2896,2.13,1617,1361,256
055,99990,Unincorp. Area,2011,30,36,2863,2758,2.1,2290,1313,977
057,00000,JACKSON COUNTY,2011,7,0,1387,1385,2.14,1147,647,500
057,82130,Walden,2011,1,21,584,582,2.08,351,279,72
057,99990,Unincorp. Area,2011,6,0,803,803,2.18,796,368,428
059,00000,JEFFERSON COUNTY,2011,610,0,540625,532839,2.42,230936,220545,10391
059,03455,Arvada (Part),2011,192,192,105261,104757,2.48,43723,42240,1483
059,08070,Bow Mar (Part),2011,0,0,280,280,3.04,98,92,6
059,23135,Edgewater,2011,1,6,5196,5196,2.29,2436,2271,165
059,30835,Golden,2011,33,0,19397,16778,2.24,7838,7500,338
059,42495,Lakeside,2011,0,0,9,9,1.05,10,8,2
059,43000,Lakewood,2011,200,205,144348,142159,2.27,65866,62558,3308
059,45255,Littleton (Part),2011,12,17,2391,2391,3.03,805,788,17
059,52075,Morrison,2011,0,0,431,284,2.08,141,136,5
059,52350,Mountain View,2011,0,0,515,515,1.97,278,261,17
059,75640,Superior (Part),2011,0,0,0,0,0,0,0,0
059,83835,Westminster (Part),2011,19,19,42866,42709,2.53,17413,16872,541
059,84440,Wheat Ridge,2011,2,2,30526,29968,2.12,14902,14114,788
059,99990,Unincorp. Area,2011,151,1770,189404,187793,2.55,77426,73703,3723
061,00000,KIOWA COUNTY,2011,6,0,1383,1367,2.25,727,607,120
061,22145,Eads,2011,0,0,661,645,2.11,355,306,49
061,34740,Haswell,2011,1,0,66,66,2.07,37,32,5
061,69700,Sheridan Lake,2011,1,0,86,86,3.05,38,28,10
061,99990,Unincorp. Area,2011,5,0,569,569,2.37,297,240,57
063,00000,KIT CARSON COUNTY,2011,2,0,8165,7188,2.37,3379,3028,351
063,06530,Bethune,2011,0,0,224,224,3.04,79,74,5
063,10600,Burlington,2011,2,0,4208,3238,2.37,1470,1368,102
063,26765,Flagler,2011,0,0,558,558,2.08,309,268,41
063,69040,Seibert,2011,0,0,127,127,2.13,75,60,15
063,74485,Stratton,2011,0,0,635,628,2.29,315,275,40
063,81690,Vona,2011,0,0,112,112,2.16,61,52,9
063,99990,Unincorp. Area,2011,0,0,2301,2301,2.47,1070,932,138
065,00000,LAKE COUNTY,2011,20,0,7242,7170,2.43,4272,2956,1316
065,44320,Leadville,2011,1,1,2614,2546,2.12,1675,1203,472
065,99990,Unincorp. Area,2011,19,0,4628,4624,2.64,2597,1753,844
067,00000,LA PLATA COUNTY,2011,222,0,51803,50096,2.35,26063,21354,4709
067,05265,Bayfield,2011,13,0,2394,2394,2.59,986,923,63
067,22035,Durango,2011,54,53,16959,15345,2.17,7905,7072,833
067,38535,Ignacio,2011,1,0,715,715,2.5,315,287,28
067,99990,Unincorp. Area,2011,154,0,31735,31642,2.42,16857,13073,3784
069,00000,LARIMER COUNTY,2011,1207,0,305342,296781,2.42,134606,122705,11901
069,06255,Berthoud (Part),2011,11,10,5183,5113,2.52,2114,2025,89
069,25115,Estes Park,2011,11,0,6015,5978,2.08,4124,2868,1256
069,27425,Fort Collins,2011,246,415,145549,138476,2.37,61115,58484,2631
069,39855,Johnstown (Part),2011,9,76,968,968,2.39,478,404,74
069,46465,Loveland,2011,720,724,68752,68220,2.43,29385,28017,1368
069,77510,Timnath (Part),2011,63,61,807,807,2.95,307,273,34
069,83230,Wellington,2011,22,9,6416,6416,2.88,2314,2226,88
069,85485,Windsor (Part),2011,45,42,4662,4662,2.91,1702,1604,98
069,99990,Unincorp. Area,2011,79,59,66989,66141,2.47,33067,26804,6263
071,00000,LAS ANIMAS COUNTY,2011,66,0,15325,14483,2.28,7712,6344,1368
071,00760,Aguilar,2011,0,0,517,517,2.29,269,225,44
071,08345,Branson,2011,0,0,79,79,2.22,46,36,10
071,15550,Cokedale,2011,1,0,138,138,2.42,87,57,30
071,40570,Kim,2011,0,0,88,88,1.92,55,46,9
071,73715,Starkville,2011,0,0,73,73,2.27,41,32,9
071,78610,Trinidad,2011,4,4,9033,8662,2.3,4254,3773,481
071,99990,Unincorp. Area,2011,61,61,5397,4926,2.26,2960,2175,785
073,00000,LINCOLN COUNTY,2011,1,0,5488,4462,2.29,2243,1950,293
073,03235,Arriba,2011,0,0,196,196,2.04,117,96,21
073,29680,Genoa,2011,0,0,97,97,2.28,52,42,10
073,37875,Hugo,2011,0,0,715,627,2.1,358,299,59
073,44980,Limon,2011,1,0,1917,1917,2.28,928,841,87
073,99990,Unincorp. Area,2011,0,0,2564,1626,2.42,788,672,116
075,00000,LOGAN COUNTY,2011,15,0,22210,18777,2.34,8503,8041,462
075,18640,Crook,2011,0,0,125,125,1.93,74,65,9
075,26875,Fleming,2011,0,0,445,445,2.46,200,181,19
075,38590,Iliff,2011,0,0,257,257,2.5,113,103,10
075,50040,Merino,2011,1,0,310,310,2.61,125,118,7
075,58235,Peetz,2011,0,0,244,244,2.44,105,100,5
075,73935,Sterling,2011,2,2,14431,11094,2.25,5197,4928,269
075,99990,Unincorp. Area,2011,12,0,6398,6302,2.48,2689,2546,143
077,00000,MESA COUNTY,2011,472,469,147957,143425,2.46,63269,58381,4888
077,15605,Collbran,2011,1,0,689,459,2.46,219,187,32
077,19355,De Beque,2011,1,0,500,498,2.65,221,188,33
077,28745,Fruita,2011,75,75,12835,12632,2.63,5185,4810,375
077,31660,Grand Junction,2011,238,238,59942,56198,2.29,26604,24587,2017
077,56970,Palisade,2011,8,7,2715,2603,2.2,1278,1183,95
077,99990,Unincorp. Area,2011,148,148,71275,71035,2.59,29762,27427,2335
079,00000,MINERAL COUNTY,2011,5,0,712,712,2.01,1102,354,748
079,14765,City of Creede,2011,0,0,244,244,1.81,226,135,91
079,99990,Unincorp. Area,2011,5,9,467,467,2.14,876,219,657
081,00000,MOFFAT COUNTY,2011,7,0,13452,13348,2.5,5969,5337,632
081,17760,Craig,2011,2,0,9317,9217,2.47,4001,3735,266
081,20495,Dinosaur,2011,0,0,286,286,2.57,145,111,34
081,99990,Unincorp. Area,2011,5,0,3849,3846,2.58,1823,1491,332
083,00000,MONTEZUMA COUNTY,2011,11,0,25519,25277,2.4,11943,10548,1395
083,17375,Cortez,2011,11,0,8560,8431,2.32,3900,3629,271
083,20770,Dolores,2011,0,0,919,910,2.14,488,426,62
083,48115,Mancos,2011,0,0,1219,1144,2.31,547,495,52
083,99990,Unincorp. Area,2011,0,0,14821,14792,2.47,7008,5997,1011
085,00000,MONTROSE COUNTY,2011,62,0,41260,40707,2.46,17315,16521,794
085,51745,Montrose,2011,32,32,20280,19823,2.37,8742,8378,364
085,53120,Naturita,2011,0,1,518,518,2.16,264,240,24
085,54935,Nucla,2011,1,0,636,636,2.3,299,277,22
085,55540,Olathe,2011,0,0,1846,1777,3.03,609,587,22
085,99990,Unincorp. Area,2011,29,42,17981,17954,2.55,7401,7039,362
087,00000,MORGAN COUNTY,2011,2,0,28430,27876,2.7,10972,10311,661
087,09555,Brush,2011,0,0,5327,4961,2.46,2128,2014,114
087,27810,Fort Morgan,2011,0,0,11687,11500,2.8,4270,4107,163
087,36610,Hillrose,2011,0,0,294,294,2.54,127,116,11
087,45695,Log Lane Village,2011,0,0,905,905,2.94,332,308,24
087,84770,Wiggins,2011,2,0,1114,1114,2.98,404,374,30
087,99990,Unincorp. Area,2011,0,0,9102,9102,2.68,3711,3393,318
089,00000,OTERO COUNTY,2011,3,0,18831,18400,2.38,8690,7729,961
089,13460,Cheraw,2011,0,0,227,227,2.5,100,91,9
089,27975,Fowler,2011,0,0,1248,1211,2.18,614,555,59
089,42110,La Junta,2011,1,1,7191,6909,2.33,3348,2960,388
089,48500,Manzanola,2011,0,0,399,399,2.62,177,152,25
089,65190,Rocky Ford,2011,0,0,4033,3964,2.4,1854,1652,202
089,75970,Swink,2011,0,0,630,630,2.48,284,253,31
089,99990,Unincorp. Area,2011,2,0,5104,5061,2.45,2313,2065,248
091,00000,OURAY COUNTY,2011,23,0,4404,4404,2.19,3097,2013,1084
091,56420,Ouray,2011,2,0,970,970,2.18,795,444,351
091,64200,Ridgway,2011,3,3,933,933,2.28,517,409,108
091,99990,Unincorp. Area,2011,18,0,2501,2501,2.16,1785,1160,625
093,00000,PARK COUNTY,2011,95,0,15896,15811,2.24,13803,7047,6756
093,01530,Alma,2011,2,0,247,247,1.98,171,125,46
093,25610,Fairplay,2011,3,0,688,688,2.27,401,303,98
093,99990,Unincorp. Area,2011,90,0,14961,14876,2.25,13231,6619,6612
095,00000,PHILLIPS COUNTY,2011,3,0,4473,4412,2.41,1948,1829,119
095,34960,Haxtun,2011,2,2,1019,998,2.28,480,437,43
095,37270,Holyoke,2011,0,0,2303,2262,2.43,973,932,41
095,57245,Paoli,2011,0,0,39,39,2.14,21,18,3
095,99990,Unincorp. Area,2011,1,0,1113,1113,2.52,474,441,33
097,00000,PITKIN COUNTY,2011,44,0,17128,17056,2.1,12567,8120,4447
097,03620,Aspen,2011,8,0,6990,6948,1.9,5958,3661,2297
097,04935,Basalt (Part),2011,0,0,953,953,2.37,514,402,112
097,71755,Snowmass Village,2011,7,0,2994,2984,2.14,2379,1394,985
097,99990,Unincorp. Area,2011,29,0,6190,6170,2.32,3716,2664,1052
